"ProjectID","ProjectName","ShortName","Country","State","Region","City","County","LatitudeDegrees","LatitudeMinutes","LatitudeSeconds","LatitudeDirection","LongitudeDegrees","LongitudeMinutes","LongitudeSeconds","LongitudeDirection","Technology","Status","StatusDate","PPADateMonth","PPADateDay","PPADateYear","FeedInTariffType","TariffRate","TariffRateUnit","TariffYears","TariffInfo","BreakGroundMonth","BreakGroundDay","BreakGroundYear","ProductionStartMonth","ProductionStartDay","ProductionStartYear","SiteSolarResource","SiteSolarResourceDataSource","ProjectType","Cost","CostCurrency","CostInfoSource","ElectricityGeneration","ElectricityGenerationBasis","ElectricityGenerationExplanation","ContactCompany","ContactWebSite","Contact1","Contact1Email","ContactCompany2","ContactWebSite2","Contact2","Contact2Email","ConstructionJobYears","AnnualOperationsJobs","Developer1","Developer2","Operator1","Operator2","EPCContractor","EPCContractorTask","LandArea","LandAreaUnits","DriveManufacturer1","DriveManufacturer2","HeatTransferFluidType","HeatTransferFluidCompany","GrossTurbineCapacity","NetCapacity","OtherTurbineCapacity","CapacityUnit","TurbineThermodynamicCycleType","PowerCyclePressure","PowerCyclePressureUnits","TurbineSupplier","TurbineSupplierCountry","CoolingMethod","CoolingMethodDescription","TurbineEfficiency","DesignPointSolarElectricEfficiency","DesignPointConditions","AnnualSolarElectricEfficiency","BackupType","BackupPercent","StorageType","StorageCapacity","StorageCapacityUnit","StorageDescription","LongDescription","Photo","AltText","Caption","Credit","PublishStatus"
"246","Jülich Solar Tower","","DE","  ","Rhineland","Jülich","","50","54","54.0","North","6","23","16.0","East","Power tower","Operational","2013/02/12","","","","","","","","","July","31","2007","December","","2008","902","DLR","Demonstration","","","","","","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","Kraftanlagen München","German Aerospace Center, Solar-Institute Jülich","DLR","","Kraftanlagen München","","17","hectares","","","Air","","1.5","1.5","","MW","","","","Siemens","","Dry cooling","","","","","","","","Other","1.5","hours","Ceramic heat sink","This page provides information on Jülich Solar Tower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"247","Godawari Solar Project","","IN","  ","Rajhastan","Nokh","","27","36","5.0","North","72","13","26.0","East","Parabolic trough","Operational","2014/02/13","","","","","12.2","Rs per kWh","25","","June","26","2011","June","5","2013","","","Commercial","","","","118000","Estimated","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Godawari Green Energy Limited","","","","Lauren-Jyoti","","150","hectares","","","Dowtherm A","Dow Chemical","50.0","50.0","SST-700","MW","","","","Siemens","","Wet cooling","","","","","","","","None","","","","This page provides information on Godawari Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"248","Supcon Solar Project","","CN","  ","Qinghai","Delingha","","37","21","59.0","North","97","17","34.0","East","Power tower","Under construction","2016/09/26","","","","","","","","","November","28","2010","","","","","","Commercial","750000000","RMB","","120000","Expected","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","SUPCON Solar","","","","","","330","hectares","","","Molten salt","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","6","hours","Molten Salt","The first 10 MW phase of the project was connected to the grid in July 2013. The second phase is currently under development.","","","","","Published"
"253","Dahan Power Plant","","CN","  ","","Beijing","Yanqing County","40","22","55.0","North","115","56","15.0","East","Power tower","Operational","2014/02/13","","","","","","","","","July","","2009","August","","2012","1290","","Demonstration and experimental platform","32.1","million CNY","","1950","","","Institute of Electrical Engineering of Chinese Academy of Sciences","","Fengli Du","duqian@mail.iee.ac.cn","","","","","","","Institute of Electrical Engineering of Chinese Academy of Sciences","","Institute of Electrical Engineering of Chinese Academy of Sciences","","","","13","acres","","","Water/Steam","","1.0","1.0","","MW","Steam Rankine","","","Hangzhou Steam Turbine Company","","Wet cooling","","","","","13.7","Oil-fired boiler","","Other","1","hour","Two stages: saturated steam/oil","This page provides information on Yanqing Solar Power Station, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"254","Abhijeet Solar Project","","IN","  ","Rajasthan","Phalodi","","26","49","40.0","North","70","55","11.0","East","Parabolic trough","Under construction","2015/07/27","","","","","12.24","Rs per kWh","","","","","","","","2015","","","Commercial","","","","","","","Ener-t International Ltd.","http://www.enertgroup.com/","Ener-t International Ltd.","info@enertgroup.com","","","","","","","Corporate Ispat Alloys Ltd.","","","","Shriram EPC Ltd Chennai","","388","acres","","","Therminol VP-1","Solutia","50.0","50.0","SST-700","MW","Steam Rankine","","","Siemens","","Wet cooling","","","","","","","","None","","","","This page provides information on Abhijeet Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"258","Diwakar","","IN","  ","Rajasthan","Askandra","","27","21","53.0","North","71","43","53.0","East","Parabolic trough","Under construction","2013/02/12","","","","","10.5","Rs per kWh","","","","","","March","","2013","","","Commercial","","","","","","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","Lanco Solar","","","","Lanco Solar","","","","","","Synthetic Oil","","100.0","100.0","SST-700","MW","","","","Siemens","Germany","Wet cooling","","","","","","","","2-tank indirect","4","hours","1010 MWht, Molten Salt","is page provides information on Diwakar Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"260","KVK Energy Solar Project","","IN","  ","Rajasthan","Askandra","","27","22","55.0","North","71","46","23.0","East","Parabolic trough","Under construction","2013/02/12","","","","","11.2","Rs per kWh","","","","","","March","","2013","","","Commercial","","","","","","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","KVK Energy Ventures Ltd","","","","Lanco Solar","","","","","","Synthetic Oil","","100.0","100.0","SST-700","MW","","","","Siemens","Germany","Wet cooling","","","","","","","","2-tank indirect","4","hours","1010 MWht, Molten Salt","This page provides information on KVK Energy Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"261","Lake Cargelligo","","AU","  ","New South Wales","Lake Cargelligo","","33","18","42.0","South","146","24","35.0","East","Power tower","Currently Non-Operational","2017/03/20","","","","","","","","","","","","May","","2011","","","Demonstration","","","","","","","","","Solastor","info@solastor.com.au","","","","","","","Lloyd Energy Systems Pty Ltd","","Graphite Energy","","Comet Windmills","","","","","","Water/Steam","","3.0","3.0","","MW","Steam Rankine","50.0","bar","","","","","","","","","","","Other","","","Core graphite thermal storage technology","The Project uses concentrated solar power focused into a graphite Solar Storage Receiver, set out in a multi tower solar array. The Project consists of eight SSR’s each mounted on its own tower. This graphite receiver acts as receiver, boiler and storage system.","","","","","Published"
"262","ACME Solar Tower","","IN","  ","Rajasthan","Bikaner","","28","11","2.0","North","73","14","26.0","East","Power tower","Operational","2014/02/13","","","","","","","","","","","","April","","2011","","","","","","","","","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","ACME Group","eSolar","ACME Group","","","","12","acres","","","Water/Steam","","2.5","2.5","","MW","Steam Rankine","60.0","bar","MaxWatt","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on ACME Solar Tower, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"263","Gujarat Solar One","","IN","  ","Gujarat","Kutch","","23","34","45.0","North","70","39","0.0","East","Parabolic trough","Under construction","2014/02/12","","","","","","","","","","","","","","2014","","","Commercial","","","","130000","Expected","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Cargo Solar Power","","","","Lauren CCL","","","","","","Diphyl","Lanxess","28.0","25.0","","MW","Steam Rankine","","","","","Wet cooling","Cooling Towers","","","","","None","","2-tank indirect","9","hours","Molten Salt","This page provides information on Gujarat Solar One, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"264","Megha Solar Plant","","IN","  ","Andhra Pradesh","Anantapur","","16","59","19.0","North","80","8","36.0","East","Parabolic trough","Operational","2014/11/21","","","","","11.31","Rs per kWh","25","","December","","2011","November","13","2014","","","Commercial","848","Rs Crore","","110000","Expected/Planned","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Megha Engineering and Infrastructure","","","","MEIL Green Power","","242","hectares","","","Xceltherm®MK1","Radco Industries","50.0","50.0","","MW","Steam Rankine","","","GE","","Wet cooling","Cooling Towers","","","","","","","None","","","","This page provides information on Megha Solar Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"265","Tooele Army Depot","","US","UT","","Tooele","Tooele County","40","30","4.0","North","112","22","25.0","West","Dish/Engine","Currently Non-Operational","2017/04/13","","","","","","","","","August","17","2012","July","","2013","","","Commercial","","","","","","Once complete, is anticipated to provide 30% of the Depot’s electricity consumption.","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","Infinia Corp.","","","","","","17","acres","","","Helium","","1.5","1.5","","MW","Stirling","","","","","","Cloosed-loop cooling system","","","","","","","None","","","","This page provides information on the Tooele Army Depot Solar Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"266","eLLO Solar Thermal Project","Llo","FR","  ","Pyrénées Orientales","Llo","","42","28","9.0","North","2","3","47.0","East","Linear Fresnel reflector","Under construction","2017/08/04","","","","French tender for solar energy","","","20","","October","14","2016","","","2018","1930","","Commercial","","","","20200","Expected","","SUNCNIM","http://www.suncnim.com/","Sylvain Legrand","sylvain.legrand@suncnim.com","","","","","","","eLLO (51% SUNCNIM - 49% Caisse des Dépôts et Consignations)","","SUNCNIM","","","","36","hectares","","","Water","","9.0","9.0","","MW","","70.0","bar","","","Dry cooling","Air cooled condenser","","","","","","","Other","4","hours","Steam drum","This page provides information on Llo Solar Thermal Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"267","Martin Next Generation Solar Energy Center","MNGSEC","US","FL","South Florida","Indiantown","Martin","27","3","13.0","North","80","33","46.0","West","Parabolic trough","Operational","2013/01/25","","","","","","","","","January","","2009","December","","2010","","","","476300000","USD","FPSC filing","155000","Estimated","","Florida Power & Light Company","http://www.fpl.com","John Gnecco","john_gnecco@fpl.com","","","Cindy Tindell","cindy_tindell@fpl.com","","","Florida Power & Light Co.","","Florida Power & Light Co.","","Lauren Engineers & Constructors","","500","acres","","","Dowtherm A","","75.0","75.0","","MW","Steam Rankine","","","","","Wet cooling","","","","","","","","None","","","","The Martin Next Generation Solar Energy Center is the second largest solar facility in the world and the largest solar plant of any kind outside of California. The facility is the first hybrid facility in the world to connect a solar facility to an existing combined-cycle power plant, providing 75 megawatts of solar thermal capacity in an innovative way that directly displaces fossil fuel usage. The project consists of up to about 200,000 mirrors over about 500 acres at the existing FPL Martin Plant site.","","","","","Published"
"268","eCare Solar Thermal Project","","MA","  ","","Undefined","","","","","","","","","","Linear Fresnel reflector","Under contract","2012/11/27","","","","French Renewable Energy Program","","","","","","","2013","","","2014","2600","","Demonstration","","","","1600","Expected","","CNIM","http://www.cnim.com","Roger Pujol","roger.pujol@cnim.com","","","","","","","CNIM","","CNIM","","","","2","hectares","","","Water","","1.0","","","MW","Organic Rankine","70.0","bar","","","Dry cooling","Air Cooler","","","","","","","Other","2","hours","Steam drum","This page provides information on eCare Solar Thermal Project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","published"
"269","Liddell Power Station","","AU","  ","New South Walles","Liddell","","32","22","34.0","South","150","58","48.0","East","Linear Fresnel reflector","Currently Non-Operational","2017/03/20","","","","","","","","","January","","2011","October","","2012","","","Commercial","","","","13550","","thermal megawatts-hour","Novatec Solar","http://novatecsolar.com/80-1-Liddell.html","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Novatec Solar","","Macquarie Generation","","Novatec Solar","","","","","","Water/Steam","","3.0","3.0","The 9 MWth solar boiler feeds steam into the existing 2000 MW coal-fired power station","MW","","55.0","bar","","","Dry cooling","Air-cooled condensers","","","270ºC, 55 bar, 9.3 MWth peak thermal output","","","","None","","","","Novatec’s 9 MWth solar boiler acts as a fuel-saver by feeding steam into the existing coal fired power station and reducing the coal required to operate the facility. The replacement of coal by the solar boiler will cut greenhouse gas emissions by approximately 5,000 tonnes per annum.","","","","","Published"
"270","NOOR I","","MA","  ","","Ouarzazate","","30","59","40.0","North","6","51","48.0","West","Parabolic trough","Operational","2017/03/23","November","19","2012","","1.62","Dirhams per kWh","25","US$ cents 18.9 per kWh","May","10","2013","December","1","2015","2635","Measured on site","Commercial","1042","€ million","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","ACWA Power, Aries and TSK","","","","Acciona, Sener and TSK","","","","","","Dowtherm A","DOW","160.0","146.0","","MW","Steam Rankine","","","","","Wet cooling","","","","","","LFO Boiler System","","2-tank indirect","3","hours","Molten Salt","This page provides information on Ouarzazate (Phase I), a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"271","Bokpoort","","ZA","  ","Northern Cape Province","Groblershoop","","28","46","53.0","South","21","57","22.0","East","Parabolic trough","Operational","2017/04/17","","","","","","","20","","September","25","2013","March","14","2016","","","Commercial","565","USD million","","230000","Estimated","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","ACWA Power","","","","Acciona, Sener and TSK","","100","hectares","","","Dowtherm A","DOW","55.0","50.0","","MW","Steam Rankine","","","Siemens (SST-700)","","Wet cooling","","","","","","LFO Boiler System (2x5 MWht)","","2-tank indirect","9.3","hours","Molten salts (1300 MWht)","This page provides information on Bokpoort, a concentrating solar power (CSP) project, with data organized by background, parcipants and power plant configuration.","","","","","Published"
"272","Dhursar","","IN","  ","Rajasthan","Dhursar","","26","47","8.5","North","72","0","30.0","East","Linear Fresnel reflector","Operational","2014/11/14","","","","","11.97","INR per kWh","25","","","","","November","11","2014","","","","2100","Rs Crore","","280000","Expected","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Rajasthan Sun Technique Energy","","","","Areva","","340","hectares","","","","","125.0","125.0","","MW","Steam Rankine","","","","","Wet cooling","Cooling towers","","","","","","","None","","","","This page provides information on Dhursar, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"273","Airlight Energy Ait-Baha Pilot Plant","","MA","  ","Agadir","Ait Baha","","30","13","3.0","North","9","8","57.0","West","Parabolic trough","Operational","2015/02/16","","","","","","","","","February","","2012","June","","2014","2200","","Pilot plant","","","","2390","Estimated","Computed if it were a stand alone plant","Airlight Energy","http://www.airlightenergy.com/","Airlight Energy","info@airlightenergy.com","","","","","","","Airlight Energy","","Cimar, Italcementi Group","","","","24","hectares","","","Air at ambient pressure","","3.0","3.0","The solar field feeds 3 MWth to an existing 12 MWe ORC turbine","MW","Organic Rankine","","","Turboden","","","","","","3.9 MWth Peak thermal power","","","","Other","5","hours","Packed-bed of rocks","This page provides information on Ait-Baha Pilot Plant, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration. The Solar field is designed to provide additional heat at high temperature to the existing 12MW ORC Generator.","","","","","Published"
"275","Xina Solar One","","ZA","  ","Northern Cape Province","Pofadder","","","","","","","","","","Parabolic trough","Operational","2017/10/18","","","","","","","","","December","","2014","August","16","2017","","","","880","USD million","","400000","Estimated","Xina Solar One will produce the energy to power approximately 90,000 households","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","Abengoa Solar","","","","","","","","","","Thermal oil","","100.0","100.0","","MW","Steam Rankine","","","Siemens","","Dry cooling","","","","","","","","2-tank indirect","5.5","hours","Molten salt","Abengoa has been selected by the Department of Energy (DOE) of South Africa to develop Xina Solar One, a 100 MW parabolic trough plant with a five-hour thermal energy storage system using molten salts. This project will form the largest solar complex in Africa together with Abengoa’s plant KaXu Solar One that is currently under construction in the country. Xina Solar One was awarded to Abengoa in the third round of renewable energy projects organized by the Department of Energy of South Africa.","","","","","Published"
"276","Ashalim","","IL","  ","Negev Desert","Ashalim","","","","","","","","","","Parabolic trough","Under development","2015/07/21","","","","","0.76","NIS per kWh","25","","July","","2015","","","2018","","","","1","US$ billion","","","","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","Negev Energy Ltd. (Abengoa and Shikun & Binui)","","","","","","","","","","","","110.0","110.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","4.5","hours","Molten salts","","","","","","Published"
"277","Ashalim Plot B","Megalim","IL","  ","Negev Desert","Ashalim","","","","","","","","","","Power tower","Under construction","2016/03/22","","","","","0.79","NIS per kWh","25","","","","2015","","","2017","","","Commercial","","","","","","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","Megalim Solar Power Ltd","","General Electric","","General Electric","","","","","","Water/Steam","","121.0","121.0","","MW","Steam Rankine","","","","","","","","","","","","","None","","","","","","","","","Published"
"278","City of Medicine Hat ISCC Project","","CA","  ","Alberta","Medicine Hat","","50","2","24.0","North","110","43","12.0","West","Parabolic trough","Operational","2015/08/03","","","","","","","","","April","","2013","November","","2014","","","ISCC Demonstration","9","$ million","","1500","Estimated","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","City of Medicine Hat","","","","","","","","","","Xceltherm®SST","Radco Industries","1.1","1.1","","MW","","","","","","","","","","","","","","None","","","","This $9 million project integrates solar thermal energy with one of the four combined cycle power blocks at the 203 MWe Medicine Hat plant.","","","","","Published"
"279","National Solar Thermal Power Facility","","IN","  ","","Gurgaon","","28","25","39.0","North","77","9","33.0","East","Parabolic trough","Operational","2014/02/13","","","","","","","","","April","","2011","October","","2012","","","Demonstration","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","IIT Bombay","","IIT Bombay","","Abengoa Solar","","","","","","Therminol VP-1","Solutia","1.0","1.0","","MW","Steam Rankine","","","","","","","","","","","","","None","","","","","","","","","Published"
"3275","Atacama-1","","CL","  ","II Región de Antofagasta","Calama","María Elena","","","","","","","","","Power tower","Under construction","2015/07/01","","","","","","","","","May","14","2014","June","","2018","","","","","","","","","","Abengoa Solar","http://www.abengoasolar.com","Luis Rejano","luis.rejano@abengoa.com","","","","","","","Abengoa Solar","","Abengoa Solar","","","","700","hectares","","","Molten Salt","","110.0","110.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","17.5","hours","Molten salt","This page provides information on Planta Solar Cerro Dominador, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"4279","Stillwater GeoSolar Hybrid Plant","","US","NV","","Fallon","","39","32","53.0","North","118","33","20.0","West","Parabolic trough","Operational","2016/10/21","","","","","","","20","","April","","2014","March","","2015","","","","","","","3000","Estimated","","NREL","","Craig Turchi","craig.turchi@nrel.gov","","","","","","","Enel Green Power","","Enel Green Power","","SkyFuel","","21","acres","","","","Demineralised water","2.0","2.0","Thermal","MW","Organic Rankine","","","","","","","","","","","","","None","","","","Stillwater Solar Geothermal Hybrid Project in Fallon, Nevada is a first of its kind renewable energy power plant. Stillwater integrates 33 MW of geothermal power with 26.4 MW of solar photovoltaic and 2 MW of solar thermal capacity","","","","","Published"
"4280","Greenway CSP Mersin Tower Plant","","TR","  ","Southern Turkey","Mersin","","36","51","55.0","North","34","36","36.0","East","Power tower","Operational","2014/11/24","","","","","","","","","","","","","","2012","","","Demonstration","","","","","","","Greenway CSP","http://www.greenwaycsp.com","Serdar Erturan","serdar.erturan@greenwaycsp.com","","","","","","","Greenway CSP","","Greenway CSP","","","","","","","","Water","","1.4","1.0","","MW","Steam Rankine","55.0","bar","","","","","","","","","","","Other","4","MW/h","Molten salt. Single 3-phase tank, natural circulation, super steam junction design","","","","","","Published"
"4284","Jemalong Solar Thermal Station","","AU","  ","New South Wales","Jemalong","","33","24","","South","148","6","","East","Power tower","Operational","2017/11/24","","","","","","","","","April","","2014","January","","2017","","","Pilot project","21.46","AU$ million","","2200","","","Vast Solar","http://www.vastsolar.com/","Vast Solar","info@vastsolar.com","","","","","","","Vast Solar","","Vast Solar","","","","10","hectares","","","Liquid sodium","","1.1","","","MW","Steam Rankine","","","","","Dry cooling","MACCSOL Air Cooled Condenser","","","","","None","","2-tank direct","3","hours","Liquid sodium","This page provides information on Jemalong Solar Thermal Station, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"4285","ASE Demo Plant","","IT","  ","","Massa Martana","","42","43","47.0","North","12","31","45.0","East","Parabolic trough","Operational","2015/01/22","","","","","","","","","","","","","","2013","1527","","Demonstration","","","","275","","","","","SolarPACES","ezequiel@solarpaces.org","","","","","","","Archimede Solar Energy","","","","Chiyoda Corporation","","3","hectares","","","Molten salt","","0.35","","","MW","Steam Rankine","","","Siemens","","","","15.61","","","","","","2-tank direct","4.27","MWh-t","Molten salt","","","","","","Published"
"4287","IRESEN 1 MWe CSP-ORC pilot project","","MA","  ","","Benguerir","","","","","","","","","","Linear Fresnel reflector","Under construction","2016/07/26","","","","","","","","","","","2015","September","","2016","","","Demonstration - Research","5560000","Euro","","1700","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","IRESEN","","IRESEN","","Enerray Spa –  Maccaferri Group","","","","","","Mineral oil","","1.0","","","MW","Organic Rankine","","","Exergy – Maccaferri Group","","Dry cooling","Direct","","","","","","","Other","20","minutes","Buffer","This page provides information on IRESEN 1 MWe CSP-ORC pilot project, a concentrating solar power (CSP) project, with data organized by background, participants, and power plant configuration.","","","","","Published"
"4288","Rende-CSP Plant","","IT","  ","Calabria","Rende","","39","22","25.0","North","16","14","47.0","East","Linear Fresnel reflector","Operational","2015/02/16","","","","","","","","","June","","2013","May","30","2014","1700","","Demostration","","","","3000","Estimated","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","Falck Renewables","","","","Elianto","","2","hectares","","","Diathermic oil","","1.0","1.0","","MW","Organic Rankine","","","","","","","","","","","","","None","","","","","","","","","published"
"4289","Redstone Solar Thermal Power Plant","","ZA","  ","","Postmasburg","","","","","","","","","","Power tower","Under development","2016/09/08","","","","","124.0","$ per MWh","","","","","2015","","","2018","","","Commercial","","","","480000","","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","ACWA","Solar Reserve","","","ACCIONA Industrial","","","","","","Molten salt","","100.0","100.0","","MW","","","","","","Dry cooling","","","","","","","","2-tank direct","12","hours","Molten salt","","","","","","Published"
"4290","Kathu Solar Park","","ZA","  ","","Kathu","","","","","","","","","","Parabolic trough","Operational","2018/03/01","","","","","","","20","","May","31","2016","February","23","2018","","","Commercial","","","","","","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","Engie","","","","Acciona and Sener","","","","","","Thermal oil","","100.0","100.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","4.5","hours","Molten salt","","","","","","Published"
"4291","Ilanga I","","ZA","  ","","Upington","","","","","","","","","","Parabolic trough","Under development","2017/05/22","","","","","","","20","","","","2018","","","2020","","","Commercial","","","","","","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","Emvelo and Cobra","","","","Sener","","","","","","Thermal oil","","100.0","100.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","4.5","hours","Molten salt","","","","","","Published"
"4292","NOOR II","","MA","  ","","Ouarzazate","","","","","","","","","","Parabolic trough","Operational","2018/01/16","","","","","1.36","MAD per kWh","","USD 0.14 kWh","May","","2015","January","10","2018","","","","","","","","","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","ACWA","","","","Sener - SEPCOIII","","","","","","Thermal oil","","200.0","185.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","7","hours","Molten salt","","","","","","Published"
"4293","NOOR III","","MA","  ","","Ouarzazate","","","","","","","","","","Power tower","Under construction","2017/03/23","","","","","1.42","MAD per kWh","","USD 0.15 kWh","May","","2015","","","2017","","","","","","","","","","","","Webmaster","webmaster@nrel.gov","","","","","","","ACWA","","","","Sener - SEPCOIII","","","","","","Molten salt","","150.0","134.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","7","hours","Molten salt","","","","","","Published"
"4294","Delingha 50MW Thermal Oil Parabolic Trough project","","CN","  ","Qinghai Province","Delingha","","","","","","","","","","Parabolic trough","Under construction","2017/04/17","","","","","","","","","July","1","2014","","","2017","1976","","Commercial","","","","","","","","","Webmaster","Webmaster.Solar@nrel.gov","","","","","","","CGN Delingha Solar Energy","","","","IDOM","Thermal energy storage system engineering","","","","","Thermal oil","","50.0","50.0","","MW","Steam Rankine","","","","","Wet cooling","","","","","","","","2-tank indirect","9","hours","Molten salt","","","","","","Published"
"4295","Huanghe Qinghai Delingha 135 MW DSG Tower CSP Project","","CN","  ","Qinghai Province","Delingha","","","","","","","","","","Power tower","Under development","2016/11/10","September","1","2016","Feed-in Tariff","1.15","Yuan/kWh","","","","","2015","","","2017","","","","","","","628448","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","BrightSource Energy","","","","","","13","km2","","","Water/Steam","","135.0","135.0","","MW","Steam Rankine","","","","","Dry cooling","","","","","","","","2-tank indirect","3.7","hours","Molten salt","","","","","","Published"
"4296","Shagaya CSP Project","","KW","  ","","Kuwait City","","","","","","","","","","Parabolic trough","Under development","2015/11/25","","","","","","","","","","","","December","","2017","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Kuwait Institute for Scientific Research (KISR)","","TSK","","TSK","","","","","","","","50.0","50.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank indirect","10","hours","Molten salt","","","","","","published"
"4299","Copiapó","","CL","  ","","Copiapó","","","","","","","","","","Power tower","Under development","2015/11/25","","","","","","","","","","","","","","2019","","","","","","","1800000","Expected","","Solar Reserve","http://www.SolarReserve.com","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Solar Reserve","","","","","","","","","","","","260.0","260.0","2x130 MW","MW","Steam Rankine","","","","","Dry cooling","","","","","","None","","2-tank direct","14","hours","Molten salt","","","","","","published"
"4300","ISCC Duba 1","","SA","  ","Tabuk province","Duba","","","","","","","","","","Parabolic trough","Under construction","2017/01/31","","","","","","","","","","","2016","","","2017","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Saudi Electricity Co.","","","","Initec Energia","","","","","","Thermal oil","","43.0","43.0","","MW","Steam Rankine","","","","","","","","","","","","","None","","","","","","","","","Published"
"4301","Golmud","","CN","  ","Qinghai province","Golmud","","","","","","","","","","Power tower","Under construction","2016/02/25","","","","","","","","","July","20","2015","July","","2018","2158","Local Meteorological Bureau","","5380","RMB million","","1120000","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Qinghai CSP Electric Power Group","","","","China Shipbuilding Industry","","25","km2","","","Molten salt","","200.0","200.0","2x100","MW","","","","","","","","","","","","","","2-tank direct","15","hours","Molten salt","","","","","","Published"
"4302","Sundrop CSP Project","","AU","  ","","Port Augusta","","32","35","38.0","South","137","51","21.0","East","Power tower","Operational","2016/10/26","","","","","","","","","October","12","2015","October","6","2016","","","","","","","1700","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","Aalborg CSP","","","","John Holland","","","","","","Water/Steam","","1.5","1.5","","MW","Steam Rankine","","","","","","","","","","","","","None","","","","The Sundrop 36 MWth CSP Project is able to heat the greenhouses in wintertime (20,000 MWh/year), to provide fresh water by desalinating seawater (250,000 m3/year) and to run a steam turbine to produce electricity (1700 MWh/year).","","","","","Published"
"4303","SunCan Dunhuang 100 MW Phase II","","CN","  ","Gansu Province","Dunhuang","","","","","","","","","","Power tower","Under construction","2017/01/11","","","","","","","","","November","","2015","","","","","","","","","","","","","","","Webmaster Solar","Webmaster.Solar@nrel.gov","","","","","","","SunCan","","","","","","","","","","Molten Salt","","100.0","100.0","","MW","Steam Rankine","","","","","","","","","","","","","2-tank direct","11","hours","Molten Salt","","","","","","Published"
